CLIENT_ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT,SexLabel,EducationLabel,MarriageLabel,AgeGroup,LimitBand,AvgBillAmount,AvgPaymentAmount,TotalBillAmount,TotalPaymentAmount,RecentDelinquencyCount,SevereDelinquencyCount,MaxRepaymentDelay,AvgRepaymentStatus,RepaymentTrend,BillUtilization,LatestUtilization,PaymentToBillRatio,RecentPaymentToBillRatio,BillTrend,PaymentTrend
22253,180000,2,2,1,28,0,0,0,0,0,0,54972,42329,42071,39649,39221,40731,2000,2002,2000,2000,2000,2000,0,Female,University,Married,25-34,100K-200K,43162.166666666664,2000.3333333333333,258973,12002,0,0,0,0.0,0,0.2397898148148148,0.3054,0.0463444206754346,0.04306429509302376,14241,0
22254,270000,2,2,2,29,0,0,0,0,0,0,39004,28963,23021,17934,13650,12864,1520,1719,1200,1000,2000,3022,0,Female,University,Single,25-34,200K-300K,22572.666666666668,1743.5,135436,10461,0,0,0,0.0,0,0.08360246913580248,0.14445925925925926,0.07723886382598551,0.04878611700315423,26140,-1502
22255,190000,2,4,2,30,0,0,0,0,-1,0,198098,194576,202868,198936,28950,28666,4515,15466,4700,47450,16666,17549,0,Female,Other,Single,25-34,100K-200K,142015.66666666666,17724.333333333332,852094,106346,0,0,0,-0.16666666666666666,0,0.7474508771929824,1.042621052631579,0.12480533273872045,0.041442851313842996,169432,-13034
22256,150000,2,3,2,30,0,0,0,0,0,0,69235,69407,69232,71089,65793,66651,2500,3000,3067,2344,2419,2500,0,Female,High School,Single,25-34,100K-200K,68567.83333333333,2638.3333333333335,411407,15830,0,0,0,0.0,0,0.45711888888888885,0.4615666666666667,0.038477618325360716,0.041212266987372216,2584,0
22257,230000,2,1,2,28,-2,-2,-2,-2,-2,-1,355,0,916,0,0,8878,0,916,0,0,8878,800,1,Female,Graduate School,Single,25-34,200K-300K,1691.5,1765.6666666666667,10149,10594,0,0,-1,-1.8333333333333333,-1,0.0073543478260869564,0.0015434782608695651,1.043743842364532,0.720125786163522,-8523,-800
22258,70000,2,3,1,29,0,0,0,0,0,0,22438,24055,25359,26434,26993,28551,2000,2000,1500,1000,2000,1500,0,Female,High School,Married,25-34,50K-100K,25638.333333333332,1666.6666666666667,153830,10000,0,0,0,0.0,0,0.36626190476190473,0.32054285714285713,0.06500640313070838,0.07654516860813049,-6113,500
22259,500000,2,2,2,29,-2,-2,-2,-2,-2,-2,2140,3919,3572,2749,2140,3109,3919,3763,2749,2140,3109,2140,0,Female,University,Single,25-34,300K-500K,2938.1666666666665,2970.0,17629,17820,0,0,-2,-2.0,0,0.005876333333333333,0.00428,1.0107770845150312,1.082952657807309,-969,1779
22260,50000,2,2,1,30,0,0,0,0,0,0,46800,37395,38591,40037,32260,27649,1604,1800,2200,1400,1100,1300,1,Female,University,Married,25-34,<=50K,37122.0,1567.3333333333333,222732,9404,0,0,0,0.0,0,0.74244,0.936,0.04222095513462307,0.04564001075032373,19151,304
22261,220000,2,1,2,29,0,0,0,0,0,0,206879,211037,215139,218513,131660,134346,9100,9000,7887,4800,4900,6000,1,Female,Graduate School,Single,25-34,200K-300K,186262.33333333334,6947.833333333333,1117574,41687,0,0,0,0.0,0,0.8466469696969697,0.9403590909090909,0.0373012996890589,0.04105008087752111,72533,3100
22262,210000,2,2,1,30,-1,-1,-2,-2,-2,-2,2818,0,0,0,0,0,0,0,0,0,0,0,0,Female,University,Married,25-34,200K-300K,469.6666666666667,0.0,2818,0,0,0,-1,-1.6666666666666667,1,0.0022365079365079367,0.013419047619047619,0.0,0.0,2818,0
22263,260000,2,2,1,30,0,0,0,0,0,0,66433,67134,67768,69033,70166,71377,2400,2496,2429,2599,2827,2050,0,Female,University,Married,25-34,200K-300K,68651.83333333333,2466.8333333333335,411911,14801,0,0,0,0.0,0,0.2640455128205128,0.25551153846153846,0.03593243216997805,0.036381968450748994,-4944,350
22264,280000,2,1,2,29,-1,-1,-1,-1,0,-1,1939,333,779,8029,8040,2979,333,779,8029,11,3129,138,0,Female,Graduate School,Single,25-34,200K-300K,3683.1666666666665,2069.8333333333335,22099,12419,0,0,0,-0.8333333333333334,0,0.013154166666666666,0.006925,0.561945701357466,2.9950851900393185,-1040,195
22265,180000,2,1,2,30,-1,-1,-1,-1,-1,-1,360,120,360,360,450,90,120,600,360,450,0,0,0,Female,Graduate School,Single,25-34,100K-200K,290.0,255.0,1740,1530,0,0,-1,-1.0,0,0.0016111111111111111,0.002,0.8788052843193567,1.2841854934601664,270,120
22266,30000,2,3,1,29,1,2,2,2,2,2,27705,28452,29693,30206,30309,28218,1500,2000,1500,1044,0,2000,1,Female,High School,Married,25-34,<=50K,29097.166666666668,1340.6666666666667,174583,8044,6,5,2,1.8333333333333333,-1,0.9699055555555556,0.9235,0.046075241717454064,0.05824043983180161,-513,-500
22267,20000,2,2,1,30,1,-2,-1,2,2,-2,0,0,780,780,0,0,0,780,0,0,0,0,1,Female,University,Married,25-34,<=50K,260.0,130.0,1560,780,3,2,2,0.0,3,0.013,0.0,0.4996796925048046,0.998719590268886,0,0
22268,200000,2,2,1,32,1,-1,2,-1,2,2,-400,163,163,2231,2048,4732,563,0,2250,0,2732,0,0,Female,University,Married,25-34,100K-200K,1489.5,924.1666666666666,8937,5545,4,3,2,0.8333333333333334,-1,0.0074475,-0.002,0.6203848735735064,5.0,-5132,563
22269,80000,2,1,2,30,3,2,0,0,0,0,82523,80586,80783,75115,49420,50677,0,4000,3000,1800,2000,2000,1,Female,Graduate School,Single,25-34,50K-100K,69850.66666666667,2133.3333333333335,419104,12800,2,2,3,0.8333333333333334,3,0.8731333333333334,1.0315375,0.030541272473485166,0.028701110732985365,31846,-2000
22270,90000,2,2,2,31,0,0,0,0,2,2,22259,23418,24443,26695,25967,26946,1838,1408,2660,0,1400,2000,1,Female,University,Single,25-34,50K-100K,24954.666666666668,1551.0,149728,9306,2,2,2,0.6666666666666666,-2,0.27727407407407406,0.24732222222222222,0.062152288467831884,0.08422583819397898,-4687,-162
22271,20000,2,2,1,32,2,0,0,0,2,2,15073,15431,16176,18204,17614,18826,1600,1300,2300,0,1500,0,1,Female,University,Married,25-34,<=50K,16887.333333333332,1116.6666666666667,101324,6700,3,3,2,1.0,0,0.8443666666666666,0.75365,0.06612385886997287,0.11139435744735546,-3753,1600
22272,30000,2,3,1,32,0,0,0,2,0,0,27395,25947,30473,27940,28397,29009,2000,5303,0,1200,1200,1200,0,Female,High School,Married,25-34,<=50K,28193.5,1817.1666666666667,169161,10903,1,1,2,0.3333333333333333,0,0.9397833333333333,0.9131666666666667,0.06445300954114991,0.08713133530590818,-1614,800
22273,70000,2,1,2,29,0,0,0,0,0,0,61217,62601,63990,64355,56195,43803,3000,3000,3000,1900,1600,2600,0,Female,Graduate School,Single,25-34,50K-100K,58693.5,2516.6666666666665,352161,15100,0,0,0,0.0,0,0.8384785714285714,0.8745285714285714,0.04287799365064942,0.0479210261489066,17414,400
22274,200000,2,2,1,29,0,0,0,0,0,0,74566,73700,73624,73928,72060,72393,3213,3304,3815,3004,3006,4012,0,Female,University,Married,25-34,100K-200K,73378.5,3392.3333333333335,440271,20354,0,0,0,0.0,0,0.3668925,0.37283,0.04623051204709816,0.04656340275180156,2173,-799
22275,420000,2,2,2,29,0,0,-1,0,-1,0,326239,318143,15926,4169,158062,156341,7108,17570,1000,158556,5000,5080,0,Female,University,Single,25-34,300K-500K,163146.66666666666,32385.666666666668,978880,194314,0,0,0,-0.3333333333333333,0,0.3884444444444444,0.7767595238095238,0.19850625356912638,0.0388878540198604,169898,2028
22276,130000,2,2,1,29,0,0,0,0,0,0,130927,133658,132026,122804,121663,122032,7000,5306,5000,5000,6000,10000,0,Female,University,Married,25-34,100K-200K,127185.0,6384.333333333333,763110,38306,0,0,0,0.0,0,0.9783461538461539,1.0071307692307692,0.05019715349405263,0.04363458493439432,8895,-3000
22277,160000,2,1,2,30,0,0,0,0,0,0,78623,65315,52890,50275,51337,53349,3000,4000,2500,2500,3000,2800,0,Female,Graduate School,Single,25-34,100K-200K,58631.5,2966.6666666666665,351789,17800,0,0,0,0.0,0,0.366446875,0.49139375,0.05059836834475113,0.04826524546687734,25274,200
22278,320000,2,1,1,29,-1,0,0,-2,-2,-2,2799,7932,0,0,0,0,7329,0,0,0,0,0,0,Female,Graduate School,Married,25-34,300K-500K,1788.5,1221.5,10731,7329,0,0,0,-1.1666666666666667,1,0.0055890625,0.008746875,0.682910920611256,0.682910920611256,2799,7329
22279,130000,2,1,2,29,-1,-1,-1,0,0,0,790,390,99235,98080,97224,97940,390,99235,4368,3449,3713,3610,0,Female,Graduate School,Single,25-34,100K-200K,65609.83333333333,19127.5,393659,114765,0,0,0,-0.5,-1,0.5046910256410256,0.006076923076923077,0.29153330285017526,1.0356218132568515,-97150,-3220
22280,200000,2,1,2,29,1,-2,-1,-1,-2,-1,0,0,35063,0,0,5799,0,35063,16720,0,5799,0,1,Female,Graduate School,Single,25-34,100K-200K,6810.333333333333,9597.0,40862,57582,1,0,1,-1.0,2,0.03405166666666667,0.0,1.4091476396740328,1.476813826146475,-5799,0
22281,320000,2,1,2,30,-2,-2,-2,-2,-2,-2,1259,5152,4257,-3,-3,670,5177,4278,0,0,673,11288,0,Female,Graduate School,Single,25-34,300K-500K,1888.6666666666667,3569.3333333333335,11332,21416,0,0,-2,-2.0,0,0.005902083333333334,0.003934375,1.8897026383128916,0.8862123910394601,589,-6111
22282,400000,2,2,1,30,0,0,0,0,0,0,68835,60549,63047,65508,66954,68411,2600,3000,3000,2000,2002,3020,0,Female,University,Married,25-34,300K-500K,65550.66666666667,2603.6666666666665,393304,15622,0,0,0,0.0,0,0.16387666666666667,0.1720875,0.03971981032532004,0.044691111665419475,424,-420
22283,390000,2,2,2,30,0,0,0,-1,-1,0,35169,17147,3350,4710,80474,80330,1070,1226,4710,83756,3100,3100,0,Female,University,Single,25-34,300K-500K,36863.333333333336,16160.333333333334,221180,96962,0,0,0,-0.3333333333333333,0,0.09452136752136753,0.09017692307692307,0.43838304375149767,0.1258555337991988,-45161,-2030
22284,100000,2,1,1,29,0,0,0,0,-2,-1,27304,28537,32498,0,0,21648,2000,4652,0,0,21648,9600,0,Female,Graduate School,Married,25-34,50K-100K,18331.166666666668,6316.666666666667,109987,37900,0,0,0,-0.5,1,0.18331166666666668,0.27304,0.34458304542313706,0.07529997736019924,5656,-7600
22285,100000,2,2,1,30,-1,0,0,0,0,0,98048,97585,84514,85496,69656,61532,3903,8000,5000,4000,3000,2300,0,Female,University,Married,25-34,50K-100K,82805.16666666667,4367.166666666667,496831,26203,0,0,0,-0.16666666666666666,-1,0.8280516666666667,0.98048,0.052740161664305035,0.060335965275497234,36516,1603
22286,400000,2,2,2,31,0,0,0,0,0,0,9123,7496,7558,6877,4880,6728,1500,1500,1000,1000,3000,3000,0,Female,University,Single,25-34,300K-500K,7110.333333333333,1833.3333333333333,42662,11000,0,0,0,0.0,0,0.01777583333333333,0.0228075,0.25783465766589314,0.16543965588551576,2395,-1500
22287,100000,2,2,1,27,-1,2,-1,2,0,0,667,667,6637,6300,12300,0,0,6637,0,6000,0,3022,1,Female,University,Married,25-34,50K-100K,4428.5,2609.8333333333335,26571,15659,2,2,2,0.3333333333333333,-1,0.044285,0.00667,0.589304531085353,0.8325388861013547,667,-3022
22288,300000,2,3,1,27,-1,-1,-1,-1,-1,-1,1890,1570,390,390,390,390,1570,390,390,390,390,1890,0,Female,High School,Married,25-34,200K-300K,836.6666666666666,836.6666666666666,5020,5020,0,0,-1,-1.0,0,0.002788888888888889,0.0063,0.9998008364867557,0.6102311088029083,1500,-320
22289,20000,2,2,2,27,0,0,0,0,0,0,14248,15703,17140,18127,18605,16351,2000,2000,1600,1030,1000,1000,0,Female,University,Single,25-34,<=50K,16695.666666666668,1438.3333333333333,100174,8630,0,0,0,0.0,0,0.8347833333333334,0.7124,0.08614923883204392,0.11891616410430646,-2103,1000
22290,50000,2,2,2,27,0,0,0,0,0,-2,27314,28353,30299,33760,0,0,1500,3000,4000,0,0,0,0,Female,University,Single,25-34,<=50K,19954.333333333332,1416.6666666666667,119726,8500,0,0,0,-0.3333333333333333,2,0.39908666666666665,0.54628,0.07099484660936965,0.09887514976677098,27314,1500
22291,100000,2,1,2,30,2,2,2,2,2,2,29668,32463,33350,34003,34647,35348,3600,1700,1500,1500,1400,0,0,Female,Graduate School,Single,25-34,50K-100K,33246.5,1616.6666666666667,199479,9700,6,6,2,2.0,0,0.332465,0.29668,0.04862642871465811,0.0712176116964454,-5680,3600
22292,200000,2,2,1,30,0,0,0,0,0,0,194747,197031,196787,194632,198839,196550,9000,7100,7100,7400,7200,7300,0,Female,University,Married,25-34,100K-200K,196431.0,7516.666666666667,1178586,45100,0,0,0,0.0,0,0.982155,0.973735,0.03826616108950803,0.03941783929075074,-1803,1700
22293,300000,2,2,2,30,0,0,0,0,2,0,251986,231773,225295,236540,168519,172674,11000,11000,17000,0,7000,12000,0,Female,University,Single,25-34,200K-300K,214464.5,9666.666666666666,1286787,58000,1,1,2,0.3333333333333333,0,0.7148816666666666,0.8399533333333333,0.04507346975570179,0.05500278539746564,79312,-1000
22294,240000,2,3,1,30,-1,-1,-1,-1,-1,-1,7075,15732,9285,1617,188,98,17003,9343,1617,188,98,0,0,Female,High School,Married,25-34,200K-300K,5665.833333333333,4708.166666666667,33995,28249,0,0,-1,-1.0,0,0.023607638888888886,0.029479166666666667,0.8309507000823626,0.871311500950363,6977,17003
22295,240000,2,2,1,30,-1,-1,-1,-1,-1,-1,17047,15188,11366,14231,11135,7774,15188,11366,14231,11135,7774,7785,0,Female,University,Married,25-34,200K-300K,12790.166666666666,11246.5,76741,67479,0,0,-1,-1.0,0,0.05329236111111111,0.07102916666666667,0.8792968648197858,0.9353928718866107,9273,7403
22296,120000,2,3,1,30,1,2,0,0,0,0,119511,116086,117580,120041,80578,82280,3,4351,5000,3000,3000,3200,1,Female,High School,Married,25-34,100K-200K,106012.66666666667,3092.3333333333335,636076,18554,2,1,2,0.5,1,0.8834388888888889,0.995925,0.029169424456473036,0.026485228411735725,37231,-3197
22297,350000,2,1,2,31,-1,2,-1,-1,-1,-1,403,403,1351,4656,0,1190,0,1351,4677,0,1190,150,0,Female,Graduate School,Single,25-34,300K-500K,1333.8333333333333,1228.0,8003,7368,1,1,2,-0.5,0,0.0038109523809523806,0.0011514285714285715,0.9205397301349325,2.7933271547729377,-787,-150
22298,590000,2,1,2,31,1,-1,-1,-1,-1,0,-154,240,244,-1469,925,3319,1000,1026,0,3000,3000,2271,0,Female,Graduate School,Single,25-34,500K+,517.5,1716.1666666666667,3105,10297,1,0,1,-0.5,1,0.0008771186440677966,-0.00026101694915254235,3.315196394075982,5.0,-3473,-1271
22299,240000,2,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Graduate School,Single,25-34,200K-300K,0.0,0.0,0,0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,0,0
22300,200000,2,4,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Other,Single,25-34,100K-200K,0.0,0.0,0,0,0,0,-2,-2.0,0,0.0,0.0,0.0,0.0,0,0
22301,300000,2,1,2,27,0,0,0,0,0,0,131760,132770,130595,132683,128557,125900,4700,4995,4516,4034,4088,3886,0,Female,Graduate School,Single,25-34,200K-300K,130377.5,4369.833333333333,782265,26219,0,0,0,0.0,0,0.43459166666666665,0.4392,0.03351673216016036,0.03596574257325511,5860,814
22302,240000,2,2,1,28,-1,0,0,0,-1,-1,5740,5639,3428,4634,4590,9675,1215,2000,2000,4590,9675,15000,0,Female,University,Married,25-34,200K-300K,5617.666666666667,5746.666666666667,33706,34480,0,0,0,-0.5,0,0.023406944444444445,0.023916666666666666,1.0229329219449965,0.35217450027012426,-3935,-13785
22303,170000,2,1,2,28,-1,-1,-1,-1,-1,-1,3497,17920,2863,0,949,0,17920,2863,0,949,0,1069,0,Female,Graduate School,Single,25-34,100K-200K,4204.833333333333,3800.1666666666665,25229,22801,0,0,-1,-1.0,0,0.024734313725490193,0.02057058823529412,0.9037257233452239,0.8559367406614226,3497,16851
22304,470000,2,2,2,30,0,0,0,0,0,0,26549,25247,28019,27139,26923,28350,1420,5000,1408,2000,2000,10000,0,Female,University,Single,25-34,300K-500K,27037.833333333332,3638.0,162227,21828,0,0,0,0.0,0,0.057527304964539006,0.056487234042553194,0.13455137214291,0.0980755738197855,-1801,-8580
22305,110000,2,1,2,30,0,0,0,0,0,0,51276,52064,53160,54331,53024,51317,3000,3031,3000,3000,2000,3000,0,Female,Graduate School,Single,25-34,100K-200K,52528.666666666664,2838.5,315172,17031,0,0,0,0.0,0,0.4775333333333333,0.46614545454545453,0.054036989209101036,0.05770570156101239,-41,0
22306,30000,2,3,2,24,0,0,0,0,0,0,27276,26937,26679,27779,28691,29726,2000,2500,2000,2000,2000,2000,1,Female,High School,Single,18-24,<=50K,27848.0,2083.3333333333335,167088,12500,0,0,0,0.0,0,0.9282666666666667,0.9092,0.07481043036944383,0.0803530589791453,-2450,0
22307,80000,2,2,2,24,1,1,-1,-1,-1,-1,62550,0,10000,18150,7490,7490,10000,10000,18150,7490,7490,7490,0,Female,University,Single,18-24,50K-100K,17613.333333333332,10103.333333333334,105680,60620,2,0,1,-0.3333333333333333,2,0.22016666666666665,0.781875,0.5736130430257095,0.5258369974225028,55060,2510
22308,100000,2,1,2,24,1,-2,-2,-2,-2,-2,-78,-78,-78,-78,-78,-78,0,0,0,0,0,0,0,Female,Graduate School,Single,18-24,50K-100K,-78.0,0.0,-468,0,1,0,1,-1.5,3,-0.00078,-0.00078,0.0,0.0,0,0
22309,160000,2,2,2,25,0,0,0,0,0,0,45835,45474,42601,33581,29827,19056,2000,2000,1400,600,0,0,0,Female,University,Single,25-34,100K-200K,36062.333333333336,1000.0,216374,6000,0,0,0,0.0,0,0.22538958333333334,0.28646875,0.02772963604852686,0.04032529067813697,26779,2000
22310,110000,2,1,2,27,0,0,0,0,0,0,52426,45107,44310,34820,36005,25976,1772,1900,1815,2000,1500,2000,0,Female,Graduate School,Single,25-34,100K-200K,39774.0,1831.1666666666667,238644,10987,0,0,0,0.0,0,0.36158181818181817,0.4766,0.04603909572796413,0.03868334226333155,26450,-228
22311,150000,2,3,2,28,2,0,0,0,0,0,107603,109835,110255,110247,110955,105145,5500,5500,5300,3853,4000,4000,0,Female,High School,Single,25-34,100K-200K,109006.66666666667,4692.166666666667,654040,28153,1,1,2,0.3333333333333333,2,0.7267111111111112,0.7173533333333333,0.043044702090541724,0.04974152715643253,2458,1500
22312,390000,2,1,2,30,0,0,0,0,0,0,7650,8500,4090,8342,7611,8018,3031,2010,6500,2000,1000,1000,0,Female,Graduate School,Single,25-34,300K-500K,7368.5,2590.1666666666665,44211,15541,0,0,0,0.0,0,0.018893589743589744,0.019615384615384614,0.3515109020175518,0.5701793389654661,-368,2031
22313,180000,2,2,1,30,-2,-2,-2,-2,-2,-2,5100,9861,11021,16883,150,4661,9861,11021,16883,150,4661,873,1,Female,University,Married,25-34,100K-200K,7946.0,7241.5,47676,43449,0,0,-2,-2.0,0,0.044144444444444444,0.028333333333333332,0.9113199236529144,1.4534503329099795,439,8988
22314,300000,2,1,2,29,0,0,0,0,0,0,45117,43460,14291,7331,10018,6213,1281,1093,1000,5014,2000,1000,0,Female,Graduate School,Single,25-34,200K-300K,21071.666666666668,1898.0,126430,11388,0,0,0,0.0,0,0.07023888888888889,0.15039,0.0900728460583243,0.03279899678231537,38904,281
22315,400000,2,1,1,29,0,0,0,0,0,0,5074,4097,7716,12538,17305,22499,1097,3716,5000,5000,5668,7000,0,Female,Graduate School,Married,25-34,300K-500K,11538.166666666666,4580.166666666667,69229,27481,0,0,0,0.0,0,0.028845416666666665,0.012685,0.3969521883576484,0.5810634770251066,-17425,-5903
22316,110000,2,1,2,29,1,2,0,0,0,0,113093,106321,107630,106354,79154,69988,3,4334,4250,2946,2506,2458,0,Female,Graduate School,Single,25-34,100K-200K,97090.0,2749.5,582540,16497,2,1,2,0.5,1,0.8826363636363637,1.0281181818181817,0.028319036771660706,0.026256325582106436,43105,-2455
22317,120000,2,1,2,28,0,0,0,0,0,0,20578,21742,23384,24268,24665,21833,2000,2000,1312,1009,1000,1000,0,Female,Graduate School,Single,25-34,100K-200K,22745.0,1386.8333333333333,136470,8321,0,0,0,0.0,0,0.18954166666666666,0.17148333333333332,0.06097266085835086,0.08084620652918346,-1255,1000
22318,200000,2,2,2,28,-1,-1,-1,-1,0,0,8837,9491,3632,7673,5830,6890,9690,3632,7673,2530,6000,6925,0,Female,University,Single,25-34,100K-200K,7058.833333333333,6075.0,42353,36450,0,0,0,-0.6666666666666666,-1,0.03529416666666667,0.044185,0.8606034849128772,0.9560129320158463,1947,2765
22319,120000,2,2,1,25,0,0,0,0,0,0,70282,71463,60364,70420,62549,47683,4000,3000,11299,1943,2000,1684,0,Female,University,Married,25-34,100K-200K,63793.5,3987.6666666666665,382761,23926,0,0,0,0.0,0,0.5316125,0.5856833333333333,0.06250881748971945,0.09053980505665232,22599,2316
22320,270000,2,2,2,25,0,0,0,0,0,0,162905,156151,127423,126824,115961,112929,5085,4795,4470,3847,3943,5000,0,Female,University,Single,25-34,200K-300K,133698.83333333334,4523.333333333333,802193,27140,0,0,0,0.0,0,0.4951808641975309,0.6033518518518518,0.03383221514995126,0.03214029743773517,49976,85
22321,250000,2,1,2,25,0,0,0,0,0,0,18761,10656,7099,11758,17047,16483,4662,2101,7227,7865,8485,5777,0,Female,Graduate School,Single,25-34,200K-300K,13634.0,6019.5,81804,36117,0,0,0,0.0,0,0.054536,0.075044,0.44150113073772995,0.38310923679382203,2278,-1115
22322,130000,2,2,1,25,0,-1,-1,-1,0,0,61223,4003,3223,23264,20582,18182,4003,3223,43264,2000,1000,2000,0,Female,University,Married,25-34,100K-200K,21746.166666666668,9248.333333333334,130477,55490,0,0,0,-0.5,0,0.16727820512820513,0.47094615384615385,0.4252824230904827,0.7376186997808619,43041,2003
22323,290000,2,1,2,26,-1,-1,-2,-1,-1,-1,32126,10823,5248,32307,28492,1799,10884,5275,32563,29143,1809,11384,0,Female,Graduate School,Single,25-34,200K-300K,18465.833333333332,15176.333333333334,110795,91058,0,0,-1,-1.1666666666666667,0,0.06367528735632183,0.11077931034482759,0.8218527744683923,1.0108718204074858,30327,-500
22324,210000,2,2,2,26,0,0,0,0,0,0,78632,49707,37998,32062,27056,15955,2000,2200,2008,2000,5000,5000,0,Female,University,Single,25-34,200K-300K,40235.0,3034.6666666666665,241410,18208,0,0,0,0.0,0,0.1915952380952381,0.37443809523809524,0.0754232408630924,0.0373215981916339,62677,-3000
22325,200000,2,2,2,26,1,-1,2,-1,0,0,-1544,8510,4141,15305,10368,5642,12651,0,15305,0,0,16335,0,Female,University,Single,25-34,100K-200K,7070.333333333333,7381.833333333333,42422,44291,2,1,2,0.16666666666666666,1,0.03535166666666666,-0.00772,1.04403271810103,2.5167446885127838,-7186,-3684
22326,240000,2,1,2,28,1,2,2,2,0,-1,17868,188,2288,2100,405,1665,0,2100,405,0,1665,0,0,Female,Graduate School,Single,25-34,200K-300K,4085.6666666666665,695.0,24514,4170,4,3,2,1.0,2,0.01702361111111111,0.07445,0.17009993881297164,0.12312607520275252,16203,0
22327,170000,2,1,1,30,-2,-2,-2,-1,-1,-1,5280,5020,996,35490,6000,5350,5020,996,35490,6000,5350,12500,0,Female,Graduate School,Married,25-34,100K-200K,9689.333333333334,10892.666666666666,58136,65356,0,0,-1,-1.5,-1,0.056996078431372554,0.031058823529411764,1.1241722139085264,3.6740727626803578,-70,-7480
22328,180000,2,1,2,28,-1,-1,-1,-1,-1,-1,26000,5480,5960,600,6800,12627,5488,5960,600,6800,12627,0,0,Female,Graduate School,Single,25-34,100K-200K,9577.833333333334,5245.833333333333,57467,31475,0,0,-1,-1.0,0,0.05321018518518519,0.14444444444444443,0.5476961091389991,0.3217862770759328,13373,5488
22329,280000,2,1,2,28,-2,-2,-2,-2,-2,-2,40683,1888,1592,1312,486,886,1888,1592,1312,486,1036,438,0,Female,Graduate School,Single,25-34,200K-300K,7807.833333333333,1125.3333333333333,46847,6752,0,0,-2,-2.0,0,0.027885119047619047,0.14529642857142858,0.14412568306010928,0.10850466443256951,39797,1450
22330,490000,2,2,2,28,0,0,0,0,0,0,128821,93626,52074,118595,93461,86682,3047,2647,88595,3203,3142,3166,0,Female,University,Single,25-34,300K-500K,95543.16666666667,17300.0,573259,103800,0,0,0,0.0,0,0.19498605442176872,0.2629,0.18106967170219446,0.343466097434814,42139,-119
22331,240000,2,2,2,31,-1,-1,-1,-1,-1,-1,7414,2020,-9032,13756,0,3138,2020,1000,23724,0,3138,367,0,Female,University,Single,25-34,200K-300K,2882.6666666666665,5041.5,17296,30249,0,0,-1,-1.0,0,0.012011111111111111,0.030891666666666668,1.7488003700063595,5.0,4276,1653
22332,150000,2,1,1,31,0,0,0,0,0,0,67852,68312,70203,71321,72235,73611,2500,3300,3200,3000,3000,3000,0,Female,Graduate School,Married,25-34,100K-200K,70589.0,3000.0,423534,18000,0,0,0,0.0,0,0.4705933333333333,0.4523466666666667,0.04249943924350998,0.043611412622111954,-5759,-500
22333,350000,2,1,2,32,0,0,0,0,2,0,260076,265242,271726,295642,283684,282575,9501,10766,29060,55,10104,9324,0,Female,Graduate School,Single,25-34,300K-500K,276490.8333333333,11468.333333333334,1658945,68810,1,1,2,0.3333333333333333,0,0.7899738095238095,0.7430742857142857,0.04147814335126038,0.06188734638571222,-22499,177
22334,80000,2,2,1,30,0,0,0,0,0,0,22113,21507,13207,13997,10914,10685,1600,1700,1400,200,1000,0,0,Female,University,Married,25-34,50K-100K,15403.833333333334,983.3333333333334,92423,5900,0,0,0,0.0,0,0.19254791666666668,0.2764125,0.0638362330130702,0.08270570845357922,11428,1600
22335,330000,2,1,2,31,-1,-1,-1,-1,-1,-1,3437,7525,32096,1665,166,0,7565,32096,1665,166,0,16705,0,Female,Graduate School,Single,25-34,300K-500K,7481.5,9699.5,44889,58197,0,0,-1,-1.0,0,0.02267121212121212,0.010415151515151514,1.296435731788817,0.9597528971875798,3437,-9140
22336,20000,2,2,1,31,1,-1,-1,-1,-1,-1,-19,3350,883,470,240,0,4540,883,470,240,0,0,0,Female,University,Married,25-34,<=50K,820.6666666666666,1022.1666666666666,4924,6133,1,0,1,-0.6666666666666666,2,0.04103333333333333,-0.00095,1.2452791878172589,1.3981020166073548,-19,4540
22337,210000,2,2,2,32,0,0,0,0,0,0,44304,46255,50486,54019,58091,61630,3000,5000,5000,5000,4500,5000,0,Female,University,Single,25-34,200K-300K,52464.166666666664,4583.333333333333,314785,27500,0,0,0,0.0,0,0.24982936507936507,0.21097142857142856,0.08736093727167028,0.09216851240020986,-17326,-2000
22338,400000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,626,118,10349,2817,2410,626,118,10349,2817,2410,10715,0,Female,University,Single,25-34,300K-500K,2720.0,4505.833333333333,16320,27035,0,0,-2,-2.0,0,0.0068,0.0,1.6564548740885976,5.0,-2410,-10089
22339,230000,2,2,1,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,University,Married,25-34,200K-300K,0.0,0.0,0,0,0,0,-2,-2.0,0,0.0,0.0,0.0,0.0,0,0
